moldId,counterId,dataAccId,similarityMetric,similarityMetricHr,procChanged,measurementDate
EM-PL-TM103,EMA2252M10022,38241,1.0,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38242,0.957427,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38243,0.973329,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38244,0.793857,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38245,0.957427,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38246,0.83205,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38247,0.972272,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38248,0.972272,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38249,0.973329,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38271,0.973329,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38272,0.856349,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38273,0.986394,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38274,0.986394,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38275,0.986394,0.988817,0,Timestamp('16:00:')
EM-PL-TM103,EMA2252M10022,38276,0.246598,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38277,0.882523,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38278,0.86164,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38279,0.987829,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38280,0.957427,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38281,0.987829,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38282,0.866025,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38283,0.972272,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38284,0.883541,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38285,0.955779,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38286,0.948683,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38287,0.955779,0.981543,0,Timestamp('17:00:')
EM-PL-TM103,EMA2252M10022,38336,0.986394,0.953029,0,Timestamp('18:00:')
EM-PL-TM103,EMA2252M10022,38337,0.882258,0.953029,0,Timestamp('18:00:')
EM-PL-TM103,EMA2252M10022,38338,0.816497,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38339,0.937043,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38340,0.973329,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38341,0.987829,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38342,0.894427,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38343,0.986394,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38344,0.955779,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38345,0.986394,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38346,0.973329,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38347,0.882258,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38348,0.986394,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38382,0.842927,0.970921,0,Timestamp('19:00:')
EM-PL-TM103,EMA2252M10022,38383,0.987829,0.970921,0,Timestamp('19:00:')
